gsisname,height,weight,college,birthdate,yearspro,team
C.Thomas,76,335,North Carolina,12/12/1986,6,PIT
D.Harris,74,213,Temple,4/14/1987,2,
J.Davis,72,238,Southern Methodist,9/11/1990,2,
A.Cruse,75,216,Miami (Ohio),1/13/1990,1,
R.Graham,69,193,Pittsburgh,9/18/1990,0,
,74,234,Illinois State,5/24/1990,0,
W.Jefferson,77,241,Stephen F. Austin St.,1/31/1991,0,
,73,200,Ohio State,11/24/1989,2,ATL
O.Johnson,75,211,Ohio State,10/9/1989,1,
D.Johnson,67,193,Arkansas,2/24/1990,2,
A.Lemon,74,207,Syracuse,7/1/1991,2,
A.Kupper,75,299,Louisville,2/14/1990,1,
N.Jones,70,185,Rutgers,6/15/1982,8,
A.Lee,73,185,Pittsburgh,8/11/1982,12,CLE
M.Turner,70,247,Northern Illinois,2/13/1982,9,
M.Ingram,74,247,South Carolina,4/26/1989,4,SD
B.Broughton,78,272,Texas Christian,12/25/1987,1,
G.Holt,73,193,Kentucky,7/31/1984,4,
P.Cobbs,68,205,North Texas,1/31/1983,6,
W.Wright,73,197,North Carolina,2/1/1984,7,
J.Kowalewski,76,250,Syracuse,11/15/1982,3,
M.Goodwin,69,179,Texas,11/19/1990,3,BUF
E.Thompson,78,272,Washington,12/18/1989,2,
K.Dockery,68,188,Mississippi State,1/8/1984,6,
J.McCown,76,218,Sam Houston State,7/4/1979,13,CLE
S.Gregory,71,200,Syracuse,1/8/1983,9,
J.Collins,75,200,Weber State,1/11/1988,1,
S.Sanders,75,205,Bowling Green State,12/23/1982,4,
J.Murphy,74,304,Virginia Tech,8/7/1982,4,
K.Vaccaro,72,214,Texas,2/15/1991,3,NO
J.St. Clair,78,320,Virginia,7/15/1977,11,
D.McIntosh,76,320,Kansas State,3/25/1977,10,
I.Williams,73,305,Notre Dame,8/31/1989,5,SF
D.Curry-Chapman,74,195,Northern Arizona,5/23/1988,1,
J.Campbell,72,200,Miami (Fla.),8/30/1989,1,
J.Hastings,72,185,Washburn,5/5/1987,2,
J.Laptad,76,260,Kansas,7/29/1988,1,
A.Lavarias,75,250,Idaho,4/27/1988,0,
J.Ross,72,215,California,3/16/1988,3,OAK
T.Irvin,72,212,Wofford,4/6/1989,1,
D.Epperson,75,240,Baylor,4/28/1989,1,
A.Dennard,70,200,Nebraska,9/9/1989,4,
J.Tucker,73,183,Texas,11/21/1989,4,BAL
S.Spence,71,231,Miami (Fla.),6/7/1990,4,PIT
J.Kaddu,75,245,Oregon,3/12/1990,4,
D.Harrison,76,350,William Penn,11/29/1988,4,NYJ
J.Martin,77,312,Stanford,8/19/1989,4,
T.Thompson,78,268,Southern Methodist,10/19/1989,4,
D.Lynn,73,208,Penn State,10/24/1989,1,
T.Brady,76,225,Michigan,8/3/1977,16,NE
J.Banyard,70,221,Texas-El Paso,11/12/1988,3,JAC
L.Barbiasz,79,308,Northern Colorado,7/3/1988,1,
A.Thomas,74,270,Southern Mississippi,8/18/1977,10,
A.Hamilton,75,255,Prairie View A&M,11/29/1987,3,
M.Haggan,75,274,Mississippi State,3/3/1980,10,
T.Banta-Cain,74,250,California,8/28/1980,8,
J.Nesbitt,73,213,Georgia Tech,4/15/1988,2,
D.Carter,69,232,Syracuse,6/22/1987,3,
K.Lumpkin,71,228,Georgia,5/15/1984,4,
D.Lansanah,73,235,Connecticut,8/28/1985,4,TB
J.Allen,76,196,Mississippi College,1/18/1985,3,
J.Jansen,74,240,Notre Dame,1/20/1986,8,CAR
J.Haynos,80,270,Maryland,8/28/1984,5,
R.Harper,72,209,Murray State,3/26/1985,3,
,76,215,Eastern Michigan,11/6/1990,0,
Q.Cox,72,185,Jackson State,4/28/1991,0,
,77,263,South Carolina,9/7/1989,1,
S.Lobato,78,223,Northern Colorado,12/5/1990,1,
,77,315,Ohio State,//,0,
T.Hoover,79,297,Michigan State,1/28/1990,1,
T.Long,76,255,Washington State,7/24/1991,2,PHI
T.Johnson,75,244,San Jose State,6/28/1991,0,
J.Williams,76,257,Kansas,9/24/1990,0,
N.Obukwelu,75,303,Harvard,4/13/1991,0,
,74,311,North Carolina,1/19/1990,3,ARI
,79,310,Illinois,4/5/1990,2,
D.Milliner,72,201,Alabama,9/14/1991,3,NYJ
C.Warmack,74,323,Alabama,9/14/1991,3,TEN
D.Jones,76,315,Grand Valley State,11/14/1984,4,
J.Capizzi,81,330,Indiana (PA),6/19/1983,4,
A.Trapasso,71,225,Ohio State,2/6/1986,0,
T.Curtis,77,251,Portland State,2/11/1983,6,
J.Denney,77,252,Brigham Young,12/13/1978,11,MIA
J.Cribbs,73,192,Kent State,6/9/1983,10,
J.Condo,75,240,Maryland,8/26/1981,9,OAK
T.Gerhart,72,235,Stanford,3/28/1987,6,JAC
J.Worilds,74,262,Virginia Tech,3/3/1988,5,
P.Robinson,71,191,Florida State,9/7/1987,6,SD
K.Misi,75,255,Utah,1/17/1987,6,MIA
J.Best,70,199,California,1/30/1989,3,
J.Hughes,74,254,Texas Christian,8/13/1988,6,BUF
D.Washington,74,238,Texas Christian,10/9/1986,5,
T.Mays,75,225,USC,2/7/1988,6,OAK
S.Kindle,75,250,Texas,9/20/1987,3,
L.Joseph,76,329,East Carolina,10/10/1988,6,MIN
,70,175,Wake Forest,9/10/1991,0,BUF
A.Alridge,69,185,Houston,11/24/1984,2,
M.Erickson,76,290,South Dakota State,5/14/1985,2,
J.Long,79,322,Michigan,5/9/1985,8,ATL
G.Guyton,75,245,Georgia Tech,11/14/1985,5,
T.Polumbus,80,308,Colorado,4/10/1985,8,DEN
G.Hartley,68,195,Oklahoma,5/16/1986,7,
B.Kern,74,214,Toledo,2/17/1986,8,TEN
W.Woodyard,72,233,Kentucky,7/21/1986,8,TEN
D.Legursky,73,323,Marshall,6/9/1986,7,PIT
,73,256,Auburn,8/21/1992,2,HOU
,75,230,San Diego State,8/7/1991,2,SEA
A.Hal,70,188,Vanderbilt,5/30/1992,2,HOU
,73,222,Clemson,9/25/1990,1,
Z.Moore,78,280,Concordia-St. Paul,9/5/1990,2,MIN
D.Goodson,71,197,Baylor,6/11/1989,2,GB
,73,254,Western Kentucky,3/16/1992,0,
T.Rooks,77,300,Kansas State,5/10/1990,1,
B.Allen,74,333,Wisconsin,11/14/1991,2,PHI
T.Bolser,77,249,Indiana,10/22/1990,1,
V.Martin,76,300,Western Ontario (Canada),4/18/1986,6,
D.Bruton,74,217,Notre Dame,7/23/1987,7,DEN
M.Goodson,72,210,Texas A&M,5/23/1987,6,
G.Quin,72,207,New Mexico,1/15/1986,7,DET
S.Arnoux,72,232,Wake Forest,9/9/1986,1,
B.Williams,75,250,Texas Tech,6/21/1988,3,
S.Hill,76,328,Stillman,11/8/1986,7,TEN
C.Vaughn,74,221,Wake Forest,10/26/1985,2,
S.Nelson,77,273,Southern Mississippi,10/5/1985,3,
L.Murphy,74,200,Florida,5/11/1987,7,TB
K.Juszczyk,73,248,Harvard,4/23/1991,3,BAL
J.Tuck,77,265,Notre Dame,3/29/1983,11,OAK
D.Moncrief,74,222,Mississippi,8/6/1993,2,IND
,71,200,Florida State,3/2/1991,2,BAL
,75,321,USC,11/29/1993,2,SF
K.Ealy,76,275,Missouri,12/21/1991,2,CAR
O.Atogwe,71,205,Stanford,6/23/1981,8,
F.Gore,69,217,Miami (Fla.),5/14/1983,11,IND
H.Clinton-Dix,73,208,Alabama,12/21/1992,2,GB
F.Toussaint,70,211,Michigan,5/4/1990,2,PIT
C.Crowder,74,250,Florida,12/2/1983,6,
M.Moses,78,318,Virginia,3/3/1991,2,WAS
V.Anderson,74,205,Webber International FL,12/8/1984,2,
G.Sanborn,73,240,Florida State,7/31/1985,7,BUF
M.Jones,76,212,Arizona State,9/9/1986,2,
D.Moore,77,250,Texas A&M,9/11/1992,3,MIA
J.Simmons,76,246,Minnesota,2/21/1986,0,
J.Watkins,78,329,Florida,6/10/1985,3,
J.Bostic,73,245,Florida,5/5/1991,3,NE
L.Warford,75,332,Kentucky,7/18/1991,3,DET
B.Winters,76,320,Kent State,7/10/1991,3,NYJ
T.Armstead,77,304,Arkansas-Pine Bluff,7/23/1991,3,NO
H.Donaldson,71,221,Western Illinois,12/13/1985,3,
Z.Ertz,77,250,Stanford,11/10/1990,3,PHI
D.Slay,72,190,Mississippi State,1/1/1991,3,DET
J.Hankins,74,320,Ohio State,3/30/1992,3,NYG
B.Hicks,74,228,Florida,3/22/1989,2,
R.Forrest,73,198,Washington State,11/2/1987,1,
S.Glover,71,207,West Virginia,2/1/1989,1,
A.Henery,73,177,Nebraska,8/18/1987,4,
C.Prosinski,73,208,Wyoming,4/28/1987,5,CHI
B.Jefferson,74,250,Georgia Tech,3/22/1989,1,
L.Means,70,188,Houston,3/31/1989,1,
C.Matthews,73,242,Oregon,1/16/1989,5,MIN
,78,330,Indiana,12/23/1987,5,
J.Brown,73,210,Colorado,10/14/1987,5,IND
Z.Pianalto,76,250,North Carolina,5/27/1989,2,
G.Salas,74,210,Hawaii,8/25/1988,5,BUF
C.Chekwa,72,190,Ohio State,10/7/1988,4,
C.Shorts,72,202,Mount Union,12/22/1987,5,HOU
K.Hunter,67,199,Oklahoma State,9/16/1988,5,NO
J.Gilbert,77,289,San Jose State,9/30/1986,2,
M.Wallace,72,205,Mississippi,8/1/1986,7,MIN
R.Barden,78,224,Cal Poly-S.L.O.,1/1/1986,5,
K.Lewis,73,208,Oregon State,5/17/1986,7,NO
J.Iglesias,72,205,Oklahoma,8/22/1987,4,
H.Melton,75,290,Texas,10/11/1986,7,TB
K.Moore,78,263,USC,10/25/1986,5,
D.Moore,69,190,Vanderbilt,3/22/1987,6,
A.Hill,78,278,North Carolina State,1/2/1985,3,
R.Ohrnberger,74,300,Penn State,2/14/1986,7,
M.Harris,77,338,UCLA,12/5/1988,4,MIN
L.Harrell,74,280,Fresno State,9/25/1989,1,
G.Gatson,71,165,Arkansas,3/24/1989,1,
T.Embree,75,210,UCLA,10/3/1988,1,
S.Cattouse,74,210,California,10/4/1988,1,
J.Lee,73,210,LSU,6/2/1989,1,
M.Hayes,68,200,Houston,6/18/1990,1,
E.Herman,76,320,Ohio U.,10/5/1989,2,
T.Mathieu,69,186,LSU,5/13/1992,3,ARI
A.Brown,72,240,Kansas State,6/17/1990,3,BAL
S.Lotulelei,74,320,Utah,12/20/1989,3,CAR
A.Gillett,73,215,Eastern Michigan,5/17/1991,1,
,76,295,Florida State,2/18/1989,3,SF
G.Bernard,69,205,North Carolina,11/22/1991,3,CIN
D.McCray,74,194,Appalachian State,5/11/1991,3,JAC
Q.Patton,72,204,Louisiana Tech,8/9/1990,3,SF
,71,192,McNeese State,5/11/1990,1,
,79,305,Harvard,2/16/1990,2,
M.Leach,74,235,William & Mary,10/18/1976,16,ARI
T.Collins,76,223,Michigan,11/5/1971,16,
M.Douglas,74,290,Howard,3/15/1977,12,
R.Melvin,74,193,Northern Illinois,10/2/1989,3,
,79,302,Arizona State,10/4/1989,2,
M.Kracalik,80,335,San Diego State,9/8/1982,4,
J.Weaver,77,305,Southern Mississippi,4/12/1989,1,CHI
C.Hawkins,73,184,LSU,4/12/1986,3,
K.Haslam,77,310,Rutgers,11/8/1986,4,
T.Harris,74,223,Edinboro,5/31/1986,1,
J.Gordy,71,196,Central Michigan,2/9/1987,5,
,74,293,Hawaii,3/25/1987,4,
J.Cutrera,75,238,LSU,5/18/1988,4,
M.Caussin,77,243,James Madison,2/26/1987,3,
R.Malone,74,215,Fresno State,2/4/1988,3,
C.Kackert,69,199,New Hampshire,9/15/1986,1,
L.Davis,78,355,Texas,9/5/1978,12,
D.Brees,72,209,Purdue,1/15/1979,15,NO
L.Tomlinson,70,215,Texas Christian,6/23/1979,11,
J.Smith,76,285,Missouri,9/30/1979,15,
,75,295,Georgia,7/10/1992,0,NE
B.King,74,220,Auburn,6/8/1993,0,NE
,70,193,Ball State,2/5/1993,0,STL
,71,185,California,12/7/1993,0,NE
K.Moore,71,195,Wake Forest,2/19/1985,4,
J.Booty,75,208,USC,1/3/1985,2,
S.Keglar,74,250,Purdue,7/4/1985,4,
J.Sitton,75,318,Central Florida,6/16/1986,8,GB
D.Fine,75,247,Kansas,8/24/1983,3,
T.Hills,77,304,Texas,11/4/1984,7,NO
J.Ikegwuonu,70,200,Wisconsin,1/7/1986,2,
R.James,71,224,Arizona State,12/26/1983,4,
R.Torain,72,220,Arizona State,8/10/1986,5,
B.Volek,74,214,Fresno State,4/28/1976,12,
M.Bullitt,73,201,Texas A&M;,11/13/1984,5,
D.Muir,74,312,Kent State,9/12/1983,5,
P.Murray,75,316,Truman State,10/31/1984,4,
L.Birdine,76,265,Oklahoma,10/6/1983,3,
J.Blackmon,73,210,Oklahoma State,1/9/1990,2,JAC
G.Robinson,73,255,Missouri Western State,10/12/1984,6,
J.Maxwell,76,240,Gardner-Webb,8/8/1981,6,
D.Lewis,73,241,Texas,1/8/1979,8,
K.Vincent,77,325,Mississippi,4/13/1978,10,
E.Martin,74,250,Nebraska,7/21/1991,3,NE
B.Smith,71,182,Georgia,12/19/1989,0,
C.Wilkins,73,243,Old Dominion,11/28/1989,0,
R.Polk,73,205,Colorado,4/22/1990,0,
J.Lotulelei,71,235,Nevada-Las Vegas,12/4/1991,3,OAK
T.Lelito,76,315,Grand Valley State,7/21/1989,3,NO
J.Hill,77,250,Idaho State,5/21/1990,3,NO
G.Foster,76,285,Illinois,5/31/1990,3,
A.Brewer,75,215,Northwestern,9/27/1986,1,
D.Martin,76,264,Tennessee,3/13/1979,10,
S.Smith,69,195,Utah,5/12/1979,15,BAL
C.Russell,72,190,Tuskegee,6/14/1983,2,
D.Howard,75,260,Kansas State,11/19/1976,10,
C.Ivy,69,190,Oklahoma,3/21/1977,10,
D.Evans,76,275,Georgia,9/3/1979,9,
N.Whitaker,69,183,Stanford,8/29/1988,1,
D.Torrence,72,190,Ohio State,5/3/1989,2,
A.Holmes,76,210,Hillsdale,6/16/1988,4,OAK
R.Hill,71,207,Miami (Fla.),4/15/1987,1,
L.Dean,72,226,Valdosta State,8/7/1988,5,
A.Reisner,75,255,Iowa,9/29/1988,3,BAL
A.Yates,73,195,South Carolina,2/19/1990,0,
M.Robinson,69,180,Rutgers,7/24/1989,0,
,77,246,Miami (Fla.),5/8/1992,1,IND
J.Pugh,76,301,Syracuse,8/15/1990,3,NYG
M.Floyd,74,220,Notre Dame,11/27/1989,4,ARI
L.Bryant,77,225,Morgan State,1/6/1988,1,
M.Avila,68,165,San Jose State,11/3/1988,1,
,76,332,Northwestern State-Louisiana,7/6/1990,0,
,76,327,Alabama,5/28/1992,0,MIN
,76,300,Texas Christian,//,0,
T.McCrae,75,194,Ohio U.,1/10/1988,1,
M.Asiata,72,219,Utah,7/24/1987,4,MIN
,79,316,South Carolina,5/21/1992,0,DET
P.Fenaroli,75,310,Stony Brook,9/2/1989,2,
C.Brandon,79,324,Oklahoma,10/5/1987,1,
J.Masoli,71,220,Mississippi,8/24/1988,1,
,76,310,Nebraska,7/27/1987,3,
C.Neild,74,328,West Virginia,12/1/1987,5,
C.Ozougwu,74,255,Rice,11/18/1988,3,
K.Vanden Bosch,76,278,Nebraska,11/17/1978,12,
,72,222,Akron,7/5/1993,0,KC
B.Meester,75,292,Northern Iowa,3/23/1977,14,
M.Simoneau,72,245,Kansas State,1/16/1977,10,
L.Coles,71,200,Florida State,12/29/1977,11,
,72,220,Tiffin University,8/9/1991,0,ARI
,79,273,Iowa State,8/18/1993,0,DAL
S.Hill,76,215,Georgia Tech,4/25/1991,3,CAR
D.Jones,75,270,Shepherd,8/15/1987,4,
J.Bernstine,71,214,Iowa,5/31/1989,1,
R.Crawford,71,192,Southern Methodist,8/1/1990,3,
D.Turner,71,194,Southern Utah,5/23/1989,1,
D.Moss,75,215,South Dakota State,9/24/1988,1,
L.Adcock,78,324,Oklahoma State,11/12/1988,1,
J.Adams,79,305,Columbia,9/6/1989,2,HOU
R.Hochstein,76,300,Nebraska,10/7/1977,12,
M.Merletti,71,205,North Carolina,7/18/1988,1,
J.Foster,75,300,Rhode Island,10/21/1988,1,
A.Fenelus,69,190,Wisconsin,1/15/1990,1,
S.Baker,80,329,East Carolina,11/24/1988,1,
C.Chism,70,190,Maryland,12/25/1990,1,
M.Maze,68,186,Alabama,3/2/1988,1,
C.Anunoby,77,320,Morehouse,1/4/1989,2,
J.Alford,75,304,Penn State,5/28/1983,4,
T.Tyler,74,325,North Carolina State,2/14/1985,5,
L.Robinson,74,205,Illinois State,5/20/1985,6,
J.Hill,72,202,Washington State,2/20/1985,6,
J.Jones,76,215,Lane,7/11/1984,9,
Y.Figurs,71,175,Kansas State,1/10/1982,5,
M.Sims-Walker,74,212,Central Florida,11/21/1984,5,
P.Williams,73,196,Fresno State,12/2/1983,4,
M.Spaeth,79,262,Minnesota,11/24/1983,9,PIT
J.Jones,73,208,San Jose State,3/31/1984,9,GB
K.Lattimore,71,222,Maryland,7/6/1984,1,
S.Octavien,72,255,Nebraska,11/25/1984,4,
D.Lokey,73,300,Texas,11/25/1985,3,
M.Dixon,76,295,Hampton,9/16/1984,3,
A.Johnson,74,317,LSU,1/24/1993,2,
,73,248,Marshall,12/19/1991,0,
D.Johnson,74,257,East Carolina,3/27/1990,0,
,75,314,Temple,12/9/1991,2,
O.Darkwa,72,215,Tulane,2/28/1992,2,NYG
,74,235,Virginia Tech,5/1/1991,0,
,76,305,Arizona State,10/4/1990,0,
R.Lankford,71,163,Illinois,12/9/1991,1,
,76,315,Utah,7/8/1991,1,
J.Faine,75,291,Notre Dame,4/6/1981,10,
J.Tucker,75,258,Wake Forest,9/18/1983,4,
B.Johnson,75,212,Penn State,3/7/1981,10,
L.Guy,76,305,Arizona State,3/17/1990,5,BAL
B.Berlin,73,215,Miami (Fla.),7/4/1981,3,
J.Hall,74,265,Michigan,2/4/1977,12,
B.Jackson,72,212,Oklahoma,5/4/1987,2,
D.Landolt,76,306,Penn State,10/15/1986,1,
D.Warren,71,193,Michigan,1/31/1989,2,
J.Lamb,76,284,Baylor,3/3/1987,1,
M.Williams,73,280,Pittsburgh,7/3/1986,1,
J.Harley,73,213,Middle Tennessee State,1/17/1991,1,
M.Colombo,80,320,Boston College,10/8/1978,10,
M.Giordano,71,208,California,10/16/1982,9,
D.Sproles,66,190,Kansas State,6/20/1983,11,PHI
J.Sanders,70,210,Fresno State,11/11/1983,8,
C.Canty,79,320,Virginia,11/10/1982,11,BAL
A.Pearman,70,196,Virginia,8/10/1982,6,
T.Herremans,78,323,Saginaw Valley State,10/13/1982,11,
D.Gandy,75,295,Texas Tech,3/8/1982,10,
C.Davis,74,271,Florida State,1/27/1983,8,
A.Ellison,75,315,Missouri,9/29/1981,6,
A.Jones,76,320,Georgia,9/8/1991,3,JAC
K.Jones,72,225,Virginia Tech,8/21/1982,5,
T.Lehman,73,249,Oklahoma,11/18/1981,6,
D.Williams,73,242,Miami (Fla.),7/20/1982,11,
M.Jenkins,76,214,Ohio State,6/18/1982,10,
M.Ware,75,218,UCLA,12/2/1982,8,
M.Schaub,78,245,Virginia,6/25/1981,12,BAL
M.Starks,80,345,Florida,1/10/1982,10,
J.Belcher,74,228,Maine,7/24/1987,4,
J.Bates,70,180,Hampton,10/12/1986,1,
K.Gerard,73,192,Northern Arizona,4/22/1986,3,
D.Willy,75,217,Buffalo,11/13/1986,2,
I.Williams,74,201,Maryland,1/30/1987,1,
W.VanDeSteeg,76,256,Minnesota,9/22/1985,0,
E.Riley,75,207,Duke,8/5/1987,3,
M.Neloms,72,189,Kentucky,9/4/1991,0,
M.Simmons,70,185,Kansas,1/16/1984,3,
T.Johnson,75,288,Southern Mississippi,8/30/1984,5,MIN
J.Morgan,73,233,Albany,12/22/1989,0,
K.Thompkins,73,195,Cincinnati,7/29/1988,3,NYJ
J.Vellano,74,300,Maryland,10/30/1988,2,
B.Hogan,70,190,West Virginia,4/1/1988,2,
K.Wright,76,246,Mississippi State,7/23/1989,5,SEA
A.Green,74,220,Hawaii,6/23/1988,4,
S.Fua,73,310,Stanford,6/15/1988,5,
K.Ellis,76,346,Hampton,12/10/1987,5,MIN
C.Brown,72,185,Texas,9/24/1988,3,
J.Barksdale,77,326,LSU,1/1/1988,5,SD
C.Conte,74,203,California,2/23/1989,5,TB
A.Mellette,74,217,Elon,12/28/1989,2,
C.Boling,77,305,Georgia,5/9/1989,5,CIN
S.Nealy,75,295,Texas A&M,12/8/1989,1,
G.Gilkey,78,315,Chadron State,7/9/1990,3,TB
M.Buchanan,78,255,Illinois,1/24/1991,3,
J.Boyce,71,205,Texas Christian,5/6/1991,2,NE
S.Montgomery,75,270,LSU,5/25/1990,2,
J.Reed,74,237,Florida,7/3/1990,3,WAS
S.Williams,72,210,Georgia,5/13/1991,3,CIN
V.McDonald,76,267,Rice,6/13/1990,3,SF
D.Fulton,72,196,Chowan Coll. NC,11/30/1989,0,
T.Jones,71,191,Louisville,5/21/1982,1,
K.Heckendorf,74,191,North Dakota State,11/20/1985,3,
E.Dietrich-Smith,74,308,Idaho State,7/19/1986,6,TB
E.Highsmith,73,190,North Carolina,11/20/1990,0,
M.Turkovich,78,301,Notre Dame,11/27/1986,1,
C.Butler,76,260,Michigan,8/21/1987,1,
K.Ogletree,73,195,Virginia,8/5/1987,6,
A.Schwapp,71,251,Notre Dame,1/26/1987,1,
J.Woods,72,203,West Virginia,2/7/1990,0,
A.White,74,320,Michigan State,8/2/1989,0,
D.Eubanks,74,222,Georgia Southern,7/12/1991,3,TB
N.Edwards,75,200,Eastern Washington,12/23/1989,0,
B.Bishop,73,208,North Carolina State,1/23/1991,1,
C.Anderson,76,240,Furman,11/21/1989,1,
C.Patrick,77,305,Nebraska,8/22/1984,3,
P.Oliver,71,210,Georgia,3/30/1984,5,
,73,192,Tulsa,3/11/1990,2,
K.Williams,78,295,USC,3/19/1984,3,
J.Gaither,81,335,Maryland,3/18/1986,6,
J.Kapinos,73,233,Penn State,8/23/1984,6,
J.Fleming,71,206,Oklahoma,5/5/1989,4,KC
,70,215,Morningside,12/9/1990,0,CAR
,73,205,James Madison,7/25/1992,0,CAR
,78,265,Southern University,3/3/1993,0,CAR
N.Novak,72,198,Maryland,8/21/1981,8,HOU
D.Robinson,76,295,Iowa,3/3/1982,6,
D.Briscoe,74,210,Kansas,8/31/1989,4,
T.Goethel,74,255,Arizona State,7/27/1987,3,
S.Smith,76,310,Colorado State,5/21/1987,6,MIA
C.Geathers,80,325,South Carolina,12/11/1987,6,PIT
E.Sims,78,269,West Texas A&M,3/18/1986,6,STL
J.Dwyer,71,229,Georgia Tech,7/26/1989,5,
E.Olsen,76,306,Notre Dame,6/16/1988,4,
N.Byham,76,264,Pittsburgh,6/27/1988,4,
A.McCoy,77,259,USC,12/28/1987,6,SEA
A.Tracy,74,248,William & Mary,4/6/1987,3,
V.Manuwai,74,333,Hawaii,7/12/1980,8,
B.Finneran,77,210,Villanova,1/31/1976,12,
M.Floyd,77,225,Wyoming,9/8/1981,10,SD
X.Adibi,74,242,Virginia Tech,10/18/1984,5,
J.Williams,69,183,Kent State,3/27/1985,4,
B.Kelley,72,242,Kentucky,10/24/1986,2,
S.Murphy,76,295,Utah State,12/17/1982,3,
M.Rucker,77,251,Missouri,5/4/1985,5,
A.Collins,77,315,Kansas,11/2/1985,7,
D.Lowery,71,212,San Jose State,1/23/1986,8,IND
R.Corner,69,181,Akron,11/17/1983,5,
D.Moore,76,305,Maryland,6/9/1985,3,
K.Iwebema,76,280,Iowa,2/6/1985,4,
N.Swift,74,195,Nebraska,8/24/1985,1,
A.Brown,73,200,Texas Christian,10/10/1985,4,
C.Francies,72,185,San Jose State,11/15/1986,4,
T.Brandstater,77,222,Fresno State,10/21/1984,2,
J.Ringer,69,213,Michigan State,2/2/1987,4,
S.Adkins,71,236,Miami (Fla.),5/16/1987,4,
Q.Lawrence,72,188,McNeese State,9/21/1984,4,
Z.Miller,77,240,Nebraska-Omaha,10/4/1984,6,CHI
D.Carey,71,203,Norfolk State,2/14/1987,7,DET
K.Ellison,73,221,USC,1/8/1987,2,
C.Harris,71,178,USC,3/22/1987,3,
D.Harris,79,230,Wis.-Milwaukee,7/29/1991,2,KC
K.Allen,74,211,California,4/27/1992,3,SD
M.Te'o,73,241,Notre Dame,1/26/1991,3,SD
D.Hurst,70,183,Oklahoma,3/24/1991,2,CHI
M.White,72,190,Louisiana Tech,3/30/1990,2,NYG
C.Tupou,76,305,USC,5/7/1989,2,
,74,205,Furman,8/24/1987,0,
G.Pena,74,330,Mississippi,11/15/1986,0,
L.Taylor,75,324,Oklahoma State,11/22/1989,3,GB
J.Stoneburner,75,250,Ohio State,8/25/1989,2,MIA
R.Doughty,73,206,Northern Colorado,11/4/1982,8,
M.Webb,75,276,Michigan,11/10/1989,1,
M.Birk,76,310,Harvard,7/23/1976,15,
J.Matthews,77,309,Texas A&M,2/11/1992,2,ATL
J.Dowling,75,190,Western Kentucky,12/8/1991,2,
,77,235,Harvard,7/3/1991,1,TB
S.Harris,74,290,Illinois State,8/11/1991,1,OAK
,74,247,Oklahoma,7/25/1991,1,
,70,188,Oklahoma State,1/26/1991,2,MIA
B.Oliver,68,208,Buffalo,5/7/1991,2,SD
Q.Payton,76,212,North Carolina State,2/24/1990,0,
,76,234,Louisiana-Lafayette,9/14/1990,0,
S.Bowen,77,300,Hofstra,3/28/1984,10,NYJ
D.Hunter,71,211,Miami (Ohio),11/29/1983,3,
,73,231,Mississippi State,8/11/1992,0,CLE
,70,200,Fresno State,2/4/1992,0,CIN
A.Schable,75,281,South Dakota,5/18/1984,3,
T.Washington,76,315,Florida,4/20/1983,4,
S.Hurd,75,200,Northern Illinois,4/24/1985,6,
,78,252,Oklahoma,8/7/1991,0,SF
,69,217,South Carolina,2/19/1993,0,SF
,75,247,Virginia,1/20/1994,0,SF
,76,300,Washington State,11/30/1991,0,CLE
,72,183,Arkansas,8/3/1992,0,IND
,77,306,Boston College,10/10/1992,0,SF
,77,229,Clemson,6/1/1994,0,SF
A.Boone,75,320,Central State (Ohio),1/11/1976,11,
B.Williams,76,345,Arkansas,9/25/1976,13,
J.Crittenton,78,278,Middle Tennessee State,1/5/1988,1,
W.Green,75,250,Florida,4/28/1990,1,
B.Greenwood,71,198,Iowa,9/14/1987,1,
A.Reed,70,190,Pittsburgh,11/29/1989,1,
N.Brinkley,70,190,Wisconsin,1/28/1987,1,
M.Chavis,77,285,Clemson,10/26/1988,1,
W.Smith,77,310,East Carolina,11/13/1986,5,
A.Robinson,73,199,Miami (Ohio),12/8/1987,1,
B.Chappell,75,242,Indiana,6/2/1987,1,
S.Draughn,71,205,North Carolina,12/7/1987,3,SF
J.Dempsey,72,215,Villanova,1/28/1989,1,
D.Dinkins,73,195,Fort Valley State,3/20/1986,1,
,76,255,Arkansas,9/20/1991,0,NE
,69,197,Texas,1/22/1993,0,DET
,78,342,Texas Christian,7/17/1991,0,CHI
,77,326,Tennessee State,12/26/1991,0,DEN
,72,215,Michigan State,6/5/1992,0,HOU
,77,305,Central Michigan,3/31/1992,0,PIT
,72,195,Kansas State,12/26/1991,0,PHI
,77,330,Oklahoma,11/17/1991,0,
R.Meier,77,315,Washington State,8/29/1977,9,
G.Sharpe,72,184,Miami (Fla.),2/27/1984,2,
J.Ebert,72,195,Northwestern,4/6/1989,2,
A.Allen,73,210,South Carolina,9/23/1988,4,NYJ
,76,250,Vanderbilt,7/1/1989,1,
N.Potter,77,295,Boise State,5/16/1988,3,
L.Dunbar,68,195,North Texas,1/25/1990,4,DAL
,74,310,Miami (Fla.),8/30/1989,3,
C.Harnish,74,222,Northern Illinois,7/28/1988,1,
D.Hrapmann,69,164,Southern Mississippi,4/21/1989,1,
,76,248,Central Florida,5/16/1990,1,CLE
D.Kemp,73,195,Texas-El Paso,12/29/1988,2,
